hedId	Level	rdfs:label	omn:SubClassOf	Attributes	dc:description
HED_0062181	4	Compound	Word-formation-function	annotation=dc:source Original	To join with another free morpheme to form a more complex word.
HED_0062182	4	Derivation	Word-formation-function	annotation=dc:source Original, annotation=rdfs:comment Derivation changes the meaning of a word (for instance reverses the meaning or changes intensity). We do not cover all the semantic types of changes that can be the result of morphological changes but instead give a higher level categorization. Further specification might depend on a more semantic schema.	Changing the meaning of a word, usually by adding an affix.
HED_0062183	5	Change-word-class	Derivation	suggestedTag=Lexical-role, annotation=dc:source Original, annotation=rdfs:comment Combine with Lexical-role to express what the process has resulted in. Follows Category-changer concept in GOLD but instead of extending further HED can fulfil the same function by tagging it together with a lexical role.	Changing the word class or part of speech a word belongs to.
HED_0062184	2	Morpheme-type	Morpheme-property	annotation=dc:source Original	The type of a morpheme.
HED_0062185	3	Bound-morpheme-type	Morpheme-type	annotation=dc:source Original	A morpheme type that cannot be a word itself, such as prefixes and suffixes.
HED_0062186	3	Free-morpheme-type	Morpheme-type	annotation=dc:source Original	A morpheme type that can function as a word.
HED_0062187	2	Morphological-position	Morpheme-property	annotation=dc:source Original	The position a morpheme takes relative to the free morpheme of a word.
HED_0062188	3	Affix	Morphological-position	annotation=dc:source Original, annotation=rdfs:comment Affix is a categorization of morpheme based on its position. In OLIA this is a subclass of Morpheme. However there are other categorizations of morphemes based on how they change the stem of the word (categorized in OLIA as Morphological processes such as Clitization or reduplication). However since these all say something about how the morpheme is applied to the word we believe these fit better together under the position tag.	A morpheme that is attached to a word stem to form a new word or word form.
HED_0062189	3	Circumfix	Morphological-position	annotation=dc:source Original	Position of a morpheme split in two parts, one placed at the start of a word, the other at the end.
HED_0062190	3	Infix	Morphological-position	annotation=dc:source Original	Position of a morpheme in the middle of a word.
HED_0062191	3	Non-concatenative-morphology	Morphological-position	annotation=dc:source Original	Process of word formation and inflection in which the stem may be modified (without stringing morphemes together sequentially).
HED_0062192	4	Apophony	Non-concatenative-morphology	annotation=dc:source Original	Regular vowel variation.
HED_0062193	4	Clitic-morphological-position	Non-concatenative-morphology	annotation=dc:source https://en.wikipedia.org/wiki/Clitic	A morpheme that has syntactic characteristics of a word, but which is phonologically dependent on another word.
HED_0062194	4	Conversion	Non-concatenative-morphology	annotation=dc:source Original	No change (where a morphological change might be expected based on regular grammar).
HED_0062195	4	Reduplication	Non-concatenative-morphology	annotation=dc:source Original	Duplication of all or part of the root word.
HED_0062196	4	Transfixation	Non-concatenative-morphology	annotation=dc:source Original	Interdigitation of vowel and consonant morphemes.
HED_0062197	4	Truncation	Non-concatenative-morphology	annotation=dc:source Original	Removal of phonological material from root.
HED_0062198	3	Prefix	Morphological-position	annotation=dc:source Original	Position of a morpheme at the beginning of a word.
HED_0062199	3	Suffix	Morphological-position	annotation=dc:source Original	Position of a morpheme at the end of a word.
HED_0062200	1	Orthographic-neighborhood-size	Language-item-property	annotation=dc:source Original	The number of closely resembling word-forms.
HED_0062201	1	Phrase-role	Language-item-property	annotation=dc:source Original	The role of phrase.
HED_0062202	2	Adjective-phrase	Phrase-role	annotation=dc:source Original	Headed by an adjective.
HED_0062203	2	Adpostional-phrase	Phrase-role	annotation=dc:source Original	Consisting of an adposition and its complement.
HED_0062204	3	Postpositional-phrase	Adpostional-phrase	annotation=dc:source Original	Consisting of a postposition and its complement.
HED_0062205	3	Prepositional-phrase	Adpostional-phrase	annotation=dc:source Original	Consisting of a preposition and its complement.
HED_0062206	2	Adverb-phrase	Phrase-role	annotation=dc:source Original	Functioning as an adverb in a sentence.
HED_0062207	2	Noun-phrase	Phrase-role	annotation=dc:source Original	Functioning in a sentence as subject, object, or prepositional object.
HED_0062208	2	Verb-phrase	Phrase-role	annotation=dc:source Original	Containing the verb and any direct or indirect object, but not the subject.
HED_0062209	1	Syntactic-role	Language-item-property	annotation=dc:source Original	Role a language-item takes in syntax.
HED_0062210	2	Complement	Syntactic-role	annotation=dc:source Original	The constituent selected by a head.
HED_0062211	3	Syntactic-object	Complement	annotation=dc:source Original	Complement of a verbal head.
HED_0062212	4	Direct-syntactic-object	Syntactic-object	annotation=dc:source Original	A constituent which receives the action of the verb or comes into existence by this action.
HED_0062213	4	Indirect-syntactic-object	Syntactic-object	annotation=dc:source Original	A constituent representing a secondary or passive participant, often a goal, a beneficiary or an experiencer.
HED_0062214	2	Modifier	Syntactic-role	annotation=dc:source Original	Optional element in a phrase or a clause that specifies a noun or acts as an adjunct.
HED_0062215	3	Adjunct	Modifier	annotation=dc:source Original	Optional element in a clause or sentence that provides information about the temporal, local (etc.) circumstances under which an event occurred.
HED_0062216	2	Predicate	Syntactic-role	annotation=dc:source Original	Basic constituent of a clause that expresses a property or condition of the subject or an action performed by it.
HED_0062217	3	Secondary-predicate	Predicate	annotation=dc:source Original	Adjectival or prepositional predicate that is not the main (verbal) predicate of the clause and refers to the subject or the object, as either depictive (indicating a state) or resultative (indicating the event's result on the object).
HED_0062218	2	Subject	Syntactic-role	annotation=dc:source Original	Basic constituent of a clause about which something is said; typically, but not necessarily, associated with a specific case (most often nominative).
HED_0062219	2	Syntactic-Head	Syntactic-role	annotation=dc:source https://en.wikipedia.org/wiki/Head_(linguistics)	Word that determines the syntactic category of a phrase.
HED_0062220	0	Language-property	Property	rooted=Property, annotation=dc:source Original	A property relating to a system of communication used by a particular group of people.
HED_0062221	1	Morphological-language-type	Language-property	annotation=dc:source Original	Morphological property relating to a specific system of communication used by a particular group of people.
HED_0062222	2	Analytic-language-type	Morphological-language-type	annotation=dc:source Original	Rarely using affixes, resulting in a low morpheme per word ratio.
HED_0062223	3	Morphological-isolating-type	Analytic-language-type	annotation=dc:source https://en.wikipedia.org/wiki/Isolating_language	Having a morpheme per word ratio close to one.
HED_0062224	2	Morphological-polysynthetic-type	Morphological-language-type	annotation=dc:source Original	Can encode multiple constituents such as subject, verb, object, etc. into a single word.
HED_0062225	2	Morphological-synthetic-type	Morphological-language-type	annotation=dc:source https://en.wikipedia.org/wiki/Synthetic_language	Having a higher morpheme per word ratio.
HED_0062226	3	Morphological-agglutinating-type	Morphological-synthetic-type	annotation=dc:source Adapted from https://en.wikipedia.org/wiki/Agglutination	Words are formed by stringing together morphemes whereby each one corresponds to a single grammatical feature.
HED_0062227	3	Morphological-fusional-type	Morphological-synthetic-type	annotation=dc:source https://en.wikipedia.org/wiki/Fusional_language	Have a tendency to use a single inflectional morpheme to denote multiple grammatical, syntactic, or semantic features.
HED_0062228	1	Orthographic-type	Language-property	annotation=dc:source Original, annotation=rdfs:comment Classification of writing systems is complex and these categories are not universally accepted (mainly because most writing systems have characteristics of multiple of these categories). However most writing systems have an overall tendency towards one of these categories and so the categories can be useful to see how large differences are managed by the individuals who speak them. But it is normal that a writing system does not cleanly fit into any of these categories.	The type of language item each symbol serves to represent in written language.
HED_0062229	2	Logographic-type	Orthographic-type	annotation=dc:source Original	Representing an entire spoken word per character.
HED_0062230	2	Segmental-or-Alphabetic-type	Orthographic-type	annotation=dc:source Original, annotation=rdfs:comment These can be further subdivided based on other characteristics but these are most commonly used in cognition research and relevant in research into dyslexia	Representing approximately phoneme per character.
HED_0062231	3	Deep-orthographical-type	Segmental-or-Alphabetic-type	annotation=dc:source Adapted from: https://en.wikipedia.org/wiki/Orthographic_depth	Not having a one-to-one correspondence between sounds (phonemes) and the letters (graphemes) that represent them.
HED_0062232	3	Shallow-orthographic-type	Segmental-or-Alphabetic-type	annotation=dc:source Adapted from: https://en.wikipedia.org/wiki/Orthographic_depth	Having a one-to-one correspondence between sounds (phonemes) and the letters (graphemes) that represent them.
HED_0062233	2	Syllabary-type	Orthographic-type	annotation=dc:source Original	Representing one syllable or mora per character.
HED_0062234	0	Linguistic-relation	Relation	rooted=Relation, annotation=dc:source Original	Related based on a linguistic property to.
HED_0062235	1	Grammatical-relation	Linguistic-relation	annotation=dc:source Original	Grammatical relationship between language items.
HED_0062236	2	Agreement-with	Grammatical-relation	annotation=dc:source Original	Inflectional adjustment to match grammatical category (e.g. case, number, gender) of.
HED_0062237	1	Orthographic-relatedness-to	Linguistic-relation	annotation=dc:source Original	Connected on the basis of writing or spelling.
HED_0062238	2	Orthographic-distance-to	Orthographic-relatedness-to	annotation=dc:source Original	Removed in orthographic or written form (e.g. a measure of how far cat is removed from rat in orthography).
HED_0062239	3	Hamming-distance-to	Orthographic-distance-to	annotation=dc:source Original	The minimum number of substitutions required to change one string into another string of equal length.
HED_0062240	4	Hamming-distance-to-#	Hamming-distance-to	takesValue=true, valueClass=numericClass	Integers 0 and up.
HED_0062241	3	Levenshtein-distance-to	Orthographic-distance-to	annotation=dc:source Original	The minimum number of single-character edits to change into.
HED_0062242	4	Levenshtein-distance-to-#	Levenshtein-distance-to	takesValue=true, valueClass=numericClass	Integers 0 and up.
HED_0062243	1	Phonological-relatedness-to	Linguistic-relation	annotation=dc:source Original	Connected on the basis of sound.
HED_0062244	2	Phonological-distance-to	Phonological-relatedness-to	annotation=dc:source Original	Removed in sounding from.
HED_0062245	3	Phonological-Levenshtein-distance-to	Phonological-distance-to	annotation=dc:source Original	The minimum number of single-phoneme edits to change into.
HED_0062246	4	Phonological-Levenshtein-distance-to-#	Phonological-Levenshtein-distance-to	takesValue=true, valueClass=numericClass, annotation=dc:source Original	Integers 0 and up.
HED_0062247	1	Semantic-relatedness-to	Linguistic-relation	annotation=dc:source Original	Connected on the basis of meaning to.
HED_0062248	2	Antonymous-to	Semantic-relatedness-to	annotation=dc:source Original	Meaning the opposite as.
HED_0062249	2	Semantic-distance-to	Semantic-relatedness-to	annotation=dc:source Original	Removed in meaning from.
HED_0062250	3	Semantic-distance-to-#	Semantic-distance-to		
HED_0062251	2	Synonymous-to	Semantic-relatedness-to	annotation=dc:source Original	Meaning exactly or nearly the same as.
