hedId	Level	rdfs:label	omn:SubClassOf	Attributes	dc:description
HED_0042112	2	Spike	Signal-morphology-property		A transient, clearly distinguished from background activity, with pointed peak at a conventional paper speed or time scale and duration from 20 to under 70 ms, i.e. 1/50-1/15 s approximately. Main component is generally negative relative to other areas. Amplitude varies.
HED_0042113	3	Spike-#	Spike	takesValue, valueClass=textClass	Free text.
HED_0042114	2	Spike-and-slow-wave	Signal-morphology-property	annotation=dc:source Beniczky ea 2017 Table 5, annotation=dc:source Beniczky ea 2013 Appendix S4	A pattern consisting of a spike followed by a slow wave.
HED_0042115	3	Spike-and-slow-wave-#	Spike-and-slow-wave	takesValue, valueClass=textClass	Free text.
HED_0042116	2	Runs-of-rapid-spikes	Signal-morphology-property	annotation=dc:source Beniczky ea 2017 Table 5, annotation=dc:source Beniczky ea 2013 Appendix S4	Bursts of spike discharges at a rate from 10 to 25/sec (in most cases somewhat irregular). The bursts last more than 2 seconds (usually 2 to 10 seconds) and the runs are typically seen in sleep. Synonyms: rhythmic spikes, generalized paroxysmal fast activity, fast paroxysmal rhythms, grand mal discharge, fast beta activity.
HED_0042117	3	Runs-of-rapid-spikes-#	Runs-of-rapid-spikes	takesValue, valueClass=textClass	Free text.
HED_0042118	2	Polyspikes	Signal-morphology-property	annotation=dc:source Beniczky ea 2017 Table 5, annotation=dc:source Beniczky ea 2013 Appendix S4	Two or more consecutive spikes.
HED_0042119	3	Polyspikes-#	Polyspikes	takesValue, valueClass=textClass	Free text.
HED_0042120	2	Polyspike-and-slow-wave	Signal-morphology-property	annotation=dc:source Beniczky ea 2017 Table 5, annotation=dc:source Beniczky ea 2013 Appendix S4	Two or more consecutive spikes associated with one or more slow waves.
HED_0042121	3	Polyspike-and-slow-wave-#	Polyspike-and-slow-wave	takesValue, valueClass=textClass	Free text.
HED_0042122	2	Sharp-wave	Signal-morphology-property	annotation=dc:source Beniczky ea 2017 Table 5, annotation=dc:source Beniczky ea 2013 Appendix S4	A transient clearly distinguished from background activity, with pointed peak at a conventional paper speed or time scale, and duration of 70-200 ms, i.e. over 1/4-1/5 s approximately. Main component is generally negative relative to other areas. Amplitude varies.
HED_0042123	3	Sharp-wave-#	Sharp-wave	takesValue, valueClass=textClass	Free text.
HED_0042124	2	Sharp-and-slow-wave	Signal-morphology-property	annotation=dc:source Beniczky ea 2017 Table 5, annotation=dc:source Beniczky ea 2013 Appendix S4	A sequence of a sharp wave and a slow wave.
HED_0042125	3	Sharp-and-slow-wave-#	Sharp-and-slow-wave	takesValue, valueClass=textClass	Free text.
HED_0042126	2	Slow-sharp-wave	Signal-morphology-property	annotation=dc:source Beniczky ea 2017 Table 5, annotation=dc:source Beniczky ea 2013 Appendix S4	A transient that bears all the characteristics of a sharp-wave, but exceeds 200 ms. Synonym: blunted sharp wave.
HED_0042127	3	Slow-sharp-wave-#	Slow-sharp-wave	takesValue, valueClass=textClass	Free text.
HED_0042128	2	High-frequency-oscillation	Signal-morphology-property	annotation=dc:source Wikipedia, annotation=dc:source Beniczky ea 2017 Table 5	High Frequency Oscillation (HFO). Oscillations with a frequency higher than 80 Hz.
HED_0042129	3	High-frequency-oscillation-#	High-frequency-oscillation	takesValue, valueClass=textClass	Free text.
HED_0042130	2	Hypsarrhythmia-classic	Signal-morphology-property	annotation=dc:source Beniczky ea 2017 Table 5, annotation=dc:source Beniczky ea 2013 Appendix S4	Pattern consisting of diffuse chaotic high voltage (more than 300 ??V) irregular slow waves interspersed with multiregional spikes and sharp waves over both hemispheres.
HED_0042131	3	Hypsarrhythmia-classic-#	Hypsarrhythmia-classic	takesValue, valueClass=textClass	Free text.
HED_0042132	2	Hypsarrhythmia-modified	Signal-morphology-property	annotation=dc:source Beniczky ea 2017 Table 5, annotation=dc:source Beniczky ea 2013 Appendix S4	Pattern consisting of diffuse chaotic high voltage (more than 300 ??V) irregular slow waves interspersed with multiregional spikes and sharp waves over both hemispheres.
HED_0042133	3	Hypsarrhythmia-modified-#	Hypsarrhythmia-modified	takesValue, valueClass=textClass	Free text.
HED_0042134	2	Fast-spike-activity	Signal-morphology-property	annotation=dc:source Beniczky ea 2017 Table 12, annotation=dc:source Beniczky ea 2013 Appendix S5	A burst consisting of a sequence of spikes. Duration greater than 1 s. Frequency at least in the alpha range.
HED_0042135	3	Fast-spike-activity-#	Fast-spike-activity	takesValue, valueClass=textClass	Free text.
HED_0042136	2	Low-voltage-fast-activity	Signal-morphology-property	annotation=dc:source Beniczky ea 2017 Table 12, annotation=dc:source Beniczky ea 2013 Appendix S5	Refers to the fast, and often recruiting activity which can be recorded at the onset of an ictal discharge, particularly in invasive EEG recording of a seizure.
HED_0042137	3	Low-voltage-fast-activity-#	Low-voltage-fast-activity	takesValue, valueClass=textClass	Free text.
HED_0042138	2	Polysharp-waves	Signal-morphology-property	annotation=dc:source Beniczky ea 2017 Table 12, annotation=dc:source Beniczky ea 2013 Appendix S5	A sequence of two or more sharp-waves.
HED_0042139	3	Polysharp-waves-#	Polysharp-waves	takesValue, valueClass=textClass	Free text.
HED_0042140	2	Slow-wave-large-amplitude	Signal-morphology-property	annotation=dc:source Beniczky ea 2017 Table 12	Slow wave of large amplitude.
HED_0042141	3	Slow-wave-large-amplitude-#	Slow-wave-large-amplitude	takesValue, valueClass=textClass	Free text.
HED_0042142	2	Irregular-delta-or-theta-activity	Signal-morphology-property	annotation=dc:source Beniczky ea 2017 Table 12, annotation=dc:source Beniczky ea 2013 Appendix S5	EEG activity consisting of repetitive waves of inconsistent wave-duration but in delta and/or theta range (greater than 125 ms).
HED_0042143	3	Irregular-delta-or-theta-activity-#	Irregular-delta-or-theta-activity	takesValue, valueClass=textClass	Free text.
HED_0042144	2	Electrodecremental-change	Signal-morphology-property	annotation=dc:source Beniczky ea 2017 Table 12, annotation=dc:source Beniczky ea 2013 Appendix S5	Sudden desynchronization of electrical activity.
HED_0042145	3	Electrodecremental-change-#	Electrodecremental-change	takesValue, valueClass=textClass	Free text.
HED_0042146	2	DC-shift	Signal-morphology-property	annotation=dc:source Beniczky ea 2017 Table 12, annotation=dc:source Beniczky ea 2013 Appendix S5	Shift of negative polarity of the direct current recordings, during seizures.
HED_0042147	3	DC-shift-#	DC-shift	takesValue, valueClass=textClass	Free text.
HED_0042148	2	Disappearance-of-ongoing-activity	Signal-morphology-property	annotation=dc:source Beniczky ea 2017 Table 12, annotation=dc:source Beniczky ea 2013 Appendix S5	Disappearance of the EEG activity that preceded the ictal event but still remnants of background activity (thus not enough to name it electrodecremental change).
HED_0042149	3	Disappearance-of-ongoing-activity-#	Disappearance-of-ongoing-activity	takesValue, valueClass=textClass	Free text.
HED_0042150	2	RPP-morphology	Signal-morphology-property	suggestedTag=Feature-amplitude, annotation=dc:source Beniczky ea 2017 Table 8	Modifier terms for Rhythmic or Periodic Patterns in critically ill patients (RPPs).
HED_0042151	3	RPP-with-superimposed-activity	RPP-morphology	suggestedTag=Property-not-possible-to-determine, annotation=dc:source Beniczky ea 2017 Table 8	Superimposed activity (for PDs and RDA).
HED_0042152	4	Superimposed-fast-activity	RPP-with-superimposed-activity	suggestedTag=Feature-frequency, annotation=dc:source Beniczky ea 2017 Table 8	Superimposed fast activity.
HED_0042153	5	Superimposed-fast-activity-#	Superimposed-fast-activity	takesValue, valueClass=textClass	Free text.
HED_0042154	4	Superimposed-rhythmic-activity	RPP-with-superimposed-activity	suggestedTag=Feature-frequency, annotation=dc:source Beniczky ea 2017 Table 8	Superimposed rhythmic activity (for PDs only).
HED_0042155	5	Superimposed-rhythmic-activity-#	Superimposed-rhythmic-activity	takesValue, valueClass=textClass	Free text.
HED_0042156	4	Superimposed-sharp-waves-or-spikes	RPP-with-superimposed-activity	annotation=dc:source Beniczky ea 2017 Table 8	Superimposed sharp waves or spikes (for RDA only).
HED_0042157	5	Superimposed-sharp-waves-or-spikes-#	Superimposed-sharp-waves-or-spikes	takesValue, valueClass=textClass	Free text.
HED_0042158	3	RPP-sharpness	RPP-morphology	suggestedTag=Property-not-possible-to-determine, annotation=dc:source Beniczky ea 2017 Table 8	Sharpness (for PDs and SW).
HED_0042159	4	RPP-spiky	RPP-sharpness	annotation=dc:source Beniczky ea 2017 Table 8	Spiky (<70 ms, measured at the baseline). )
HED_0042160	4	RPP-sharp	RPP-sharpness	annotation=dc:source Beniczky ea 2017 Table 8	Sharp (70-200 ms).
HED_0042161	4	RPP-sharply-contoured	RPP-sharpness	annotation=dc:source Beniczky ea 2017 Table 8	Sharply contoured.
HED_0042162	4	RPP-blunt	RPP-sharpness	annotation=dc:source Beniczky ea 2017 Table 8	Blunt.
HED_0042163	3	Number-of-RPP-phases	RPP-morphology	suggestedTag=Property-not-possible-to-determine, suggestedTag=Greater-than, annotation=dc:source Beniczky ea 2017 Table 8	Number of phases (for PDs and SW): 1, 2 or 3.
HED_0042164	4	Number-of-RPP-phases-#	Number-of-RPP-phases	takesValue, valueClass=numericClass	
HED_0042165	3	Triphasic-morphology	RPP-morphology	annotation=dc:source Beniczky ea 2017 Table 8	Waves with three distinct phases (for PDs and SW).
HED_0042166	3	RPP-absolute-amplitude	RPP-morphology	suggestedTag=Property-not-possible-to-determine, suggestedTag=Low, suggestedTag=Medium, suggestedTag=High, annotation=dc:source Beniczky ea 2017 Table 8	Absolute amplitude (for PDs, RDA, SW). Can use suggested tags for amplitude range. Very low, (Feature-amplitude, (Less-than, (Feature-amplitude/20 uv))): less than 20 microV, Low: 20 to 49 microV, Medium: 50 to 199 microV, High: Greater than 200 microV.
HED_0042167	4	RPP-absolute-amplitude-#	RPP-absolute-amplitude	takesValue, valueClass=numericClass, unitClass=electricPotentialUnits	
HED_0042168	3	RPP-relative-amplitude	RPP-morphology	suggestedTag=Property-not-possible-to-determine, suggestedTag=Less-than-or-equal-to, suggestedTag=Greater-than, annotation=dc:source Beniczky ea 2017 Table 8	Relative amplitude (for PDs), should indicate if it's less than or equal to 2 or greater than 2.
HED_0042169	3	RPP-polarity	RPP-morphology	suggestedTag=Positive, suggestedTag=Negative, suggestedTag=Property-not-possible-to-determine, annotation=dc:source Beniczky ea 2017 Table 8	Polarity (for PDs and SW).
HED_0042170	4	RPP-tangential-polarity	RPP-polarity	annotation=dc:source Beniczky ea 2017 Table 8	Tangential/horizontal dipole.
HED_0042171	5	RPP-tangential-polarity-#	RPP-tangential-polarity	takesValue, valueClass=textClass	Free text.
HED_0042172	1	Sensor-list	Feature-property	requireChild	Lists all corresponding sensors (electrodes/channels in montage). The sensor-group is selected from a list defined in the site-settings for each EEG-lab.
HED_0042173	2	Sensor-list-#	Sensor-list	takesValue, valueClass=textClass	Free text.
HED_0042174	1	Source-analysis-property	Feature-property	annotation=dc:source Beniczky ea 2017 Section 8	In case source imaging is done, the results are scored at sublobar level: frontal (perisylvian-superior surface; lateral; mesial; polar; orbitofrontal), temporal (polar; basal, lateral-anterior; lateral-posterior; perisylvian-inferior surface), central (lateral convexity; mesial; central sulcus-anterior surface, central sulcus-posterior surface; opercular), parietal (lateral-convexity; mesial; opercular), occipital (lateral; mesial, basal) and insula.
HED_0042175	2	Source-analysis-property-#	Source-analysis-property	takesValue, valueClass=textClass	Free text.
HED_0042176	1	Location-property	Feature-property	suggestedTag=Left, suggestedTag=Right, suggestedTag=Body-part, annotation=dc:source Beniczky ea 2017 Section 8 and Section 10	Location can be scored for features. Semiologic feature can also be characterized by the somatotopic modifier (i.e. the part of the body where it occurs). In this respect, laterality (left, right, symmetric, asymmetric, left greater than right, right greater than left), body part (eyelid, face, arm, leg, trunk, visceral, left/right) and centricity (axial (trunk), proximal limb, distal limb).
HED_0042177	2	Feature-propagation	Location-property	suggestedTag=Body-part, suggestedTag=Sensor-list	When propagation within the graphoelement is observed, first the location of the onset region is scored. Then, the location of the propagation can be noted.
HED_0042178	3	Feature-propagation-#	Feature-propagation	takesValue, valueClass=textClass	Free text.
HED_0042179	2	Multifocal-feature	Location-property	suggestedTag=Property-not-possible-to-determine	When the same interictal graphoelement is observed bilaterally and at least in three independent locations, can score them using one entry, and choosing multifocal as a descriptor of the locations of the given interictal graphoelements, optionally emphasizing the involved, and the most active sites.
HED_0042180	3	Multifocal-feature-#	Multifocal-feature	takesValue, valueClass=textClass	Free text.
HED_0042181	1	Modulators-property	Feature-property	annotation=dc:source Beniczky ea 2017 Section 10	For each described graphoelement, the influence of the modulators can be scored. Only modulators present in the recording are scored.
HED_0042182	2	Modulators-reactivity	Modulators-property	suggestedTag=Modulator, suggestedTag=Feature-stopped-by, suggestedTag=Increasing, suggestedTag=Decreasing, annotation=dc:source Beniczky ea 2013 Appendix S2	Susceptibility of individual rhythms or the EEG as a whole to change following sensory stimulation or other physiologic actions. The type of stimulus can be a modulator or can be specified in free-text.
HED_0042183	3	Modulators-reactivity-#	Modulators-reactivity	takesValue, valueClass=textClass	Free text.
HED_0042184	2	Facilitating-factor	Modulators-property	suggestedTag=Catamenial, suggestedTag=Fever, suggestedTag=Intoxicated, suggestedTag=Awake, suggestedTag=Asleep, suggestedTag=Sleep-deprivation, annotation=dc:source Beniczky ea 2013	The facilitating factors (if known) can be selected: alcohol (Suggested tag: Intoxicated), awakening, catamenial, fever, sleep, sleep-deprivation, other (free text). Facilitating factors are defined as transient and sporadic endogenous or exogenous elements capable of augmenting seizure incidence (increasing the likelihood of seizure occurrence).
HED_0042185	3	Other-facilitating-factor	Facilitating-factor		
HED_0042186	4	Other-facilitating-factor-#	Other-facilitating-factor	takesValue, valueClass=textClass	Free text.
HED_0042187	2	Provocative-factor	Modulators-property	suggestedTag=Hyperventilation, annotation=dc:source Beniczky ea 2013	Provocative factors are defined as transient and sporadic endogenous or exogenous elements capable of evoking/triggering seizures immediately following the exposure to it.
HED_0042188	3	Reflex-provoked	Provocative-factor		
HED_0042189	4	Reflex-provoked-#	Reflex-provoked	takesValue, valueClass=textClass	Free text.
HED_0042190	3	Other-provocative-factor	Provocative-factor		
HED_0042191	4	Other-provocative-factor-#	Other-provocative-factor	takesValue, valueClass=textClass	Free text.
HED_0042192	2	Intermittent-photic-stimulation-effect	Modulators-property	suggestedTag=Normal, annotation=dc:source Beniczky ea 2017	The effect of Intermittent Photic Stimulation (IPS) is scored according to the terminology proposed by Kasteleijn-Nolst Trenite ea (2001).
HED_0042193	3	Posterior-stimulus-dependent-response	Intermittent-photic-stimulation-effect	suggestedTag=Feature-frequency, annotation=dc:source Trenite ea 2001, annotation=dc:source Beniczky ea 2017 Table 7	Anomalous steady-state VEPs, of unusually sharp waveform or high amplitude. Some types have clinical correlates, for instance, occipital spikes after suppression of generalized PPR by medication and high-amplitude VEPs in neuronal ceroid lipofuscinosis.
HED_0042194	3	Posterior-stimulus-independent-response-limited	Intermittent-photic-stimulation-effect	suggestedTag=Feature-frequency, annotation=dc:source Trenite ea 2001, annotation=dc:source Beniczky ea 2017 Table 7	Limited to the stimulus train: Activity confined to or maximal at the back of the head and not at the flash frequency or at a harmonic thereof. The term includes delta and theta activity and frank epileptiform patterns.
HED_0042195	3	Posterior-stimulus-independent-response-self-sustained	Intermittent-photic-stimulation-effect	suggestedTag=Feature-frequency, annotation=dc:source Trenite ea 2001, annotation=dc:source Beniczky ea 2017 Table 7	Self-sustaining: Self-sustaining posterior stimulus-independent responses that outlast the stimulus train. These often last many seconds and may evolve to an overt seizure.
HED_0042196	3	Generalized-photoparoxysmal-response-limited	Intermittent-photic-stimulation-effect	suggestedTag=Feature-frequency, annotation=dc:source Trenite ea 2001, annotation=dc:source Beniczky ea 2017 Table 7	Limited to the stimulus train: Comprises multiple spikes or spike-and-wave activity, which are apparently generalized, but may be of greater amplitude at the front or back of the head. It is termed a photoconvulsive response (PCR) by Bickford et al., and corresponds to type 4 response of Waltz et al.
HED_0042197	3	Generalized-photoparoxysmal-response-self-sustained	Intermittent-photic-stimulation-effect	suggestedTag=Feature-frequency, annotation=dc:source Trenite ea 2001, annotation=dc:source Beniczky ea 2017 Table 7	Self-sustaining: Generalized PPR continuing after stimulation. This may not be demonstrated unless the stimulus train is terminated as soon as a generalized PPR is identified. It was termed prolonged photoconvulsive response by Reilly and Peters, and has a strong association with epilepsy and visually induced seizures in patients referred for clinical EEG examination. Its prevalence in asymptomatic general populations is unknown, but was found in five of 13,658 apparently healthy aircrew by Gregory et al.
HED_0042198	3	Activation-of-pre-existing-epileptogenic-area	Intermittent-photic-stimulation-effect	suggestedTag=Feature-frequency, annotation=dc:source Trenite ea 2001, annotation=dc:source Beniczky ea 2017 Table 7	Rarely, photic stimulation may activate an epileptogenic cortex, which is also spontaneously active; IPS could then also elicit a seizure by stimulating this, usually posterior located, area. It is questionable whether this should be considered a photoparoxysmal response (PPR), and it does not figure in established classifications.
HED_0042199	1	Time-related-property	Feature-property	annotation=dc:source Beniczky ea 2017 Table 6 Table 8	Estimates of how often a graphoelement is seen in the recording.
HED_0042200	2	Appearance-mode	Time-related-property	suggestedTag=Property-not-possible-to-determine, suggestedTag=Random, suggestedTag=Repetitive, suggestedTag=Varying, annotation=dc:source Beniczky ea 2017 Table 6, annotation=dc:source Beniczky ea 2013 Appendix 4.	Describes how the non-ictal EEG pattern/graphoelement is distributed through the recording. Occurrence of the non-ictal EEG pattern / graphoelement can be Random, Repetitive or Varying. Random: occurring without any rhythmicity / periodicity, Repetitive: occurring at an approximately regular rate / interval (generally of 1 to several seconds). Variable: occurring sometimes rhythmic or periodic, other times random, throughout the recording.)
HED_0042201	3	Appearance-mode-#	Appearance-mode	takesValue, valueClass=textClass	Free text.
HED_0042202	2	Discharge-pattern	Time-related-property	annotation=dc:source Beniczky ea 2017 Table 6, annotation=dc:source Beniczky ea 2013 Appendix 4	Describes the organization of the EEG signal within the discharge (distinguish between single and repetitive discharges).
HED_0042203	3	Single-discharge	Discharge-pattern	suggestedTag=Feature-incidence, annotation=dc:source Beniczky ea 2017 Table 6, annotation=dc:source Beniczky ea 2013 Appendix 4	Applies to the intra-burst pattern: a graphoelement that is not repetitive; before and after the graphoelement one can distinguish the background activity.
HED_0042204	3	Rhythmic-trains-or-bursts	Discharge-pattern	suggestedTag=Feature-prevalence, suggestedTag=Feature-frequency, annotation=dc:source Beniczky ea 2017 Table 6, annotation=dc:source Beniczky ea 2013 Appendix 4	Applies to the intra-burst pattern: a non-ictal graphoelement that repeats itself without returning to the background activity between them. The graphoelements within this repetition occur at approximately constant period.
HED_0042205	3	Arrhythmic-trains-or-bursts	Discharge-pattern	suggestedTag=Feature-prevalence, annotation=dc:source Beniczky ea 2017 Table 6, annotation=dc:source Beniczky ea 2013 Appendix 4	Applies to the intra-burst pattern: a non-ictal graphoelement that repeats itself without returning to the background activity between them. The graphoelements within this repetition occur at inconstant period.
HED_0042206	3	Fragmented-discharge	Discharge-pattern	annotation=dc:source Beniczky ea 2017 Table 6	
HED_0042207	2	RPP-time-related-feature	Time-related-property	annotation=dc:source Beniczky ea 2017 Table 8	Time related feature for Rhythmic or Periodic Patterns in critically ill patients (RPPs).
HED_0042208	3	RPP-duration	RPP-time-related-feature	annotation=dc:source Beniczky ea 2017 Table 8	Duration (for PDs, RDA and SW). The suggestedTag Property-not-possible-to-determine may be used if it is not possible to determine.
HED_0042209	4	Very-brief-RPP-duration	RPP-duration	annotation=dc:source Beniczky ea 2017 Table 8	Less than 10 sec.
HED_0042210	4	Brief-RPP-duration	RPP-duration	annotation=dc:source Beniczky ea 2017 Table 8	10 to 59 sec.
HED_0042211	4	Intermediate-RPP-duration	RPP-duration	annotation=dc:source Beniczky ea 2017 Table 8	1 to 4.9 min.
HED_0042212	4	Long-RPP-duration	RPP-duration	annotation=dc:source Beniczky ea 2017 Table 8	5 to 59 min.
HED_0042213	4	Very-long-RPP-duration	RPP-duration	annotation=dc:source Beniczky ea 2017 Table 8	Greater than 1 hour.
HED_0042214	3	RPP-onset	RPP-time-related-feature	annotation=dc:source Beniczky ea 2017 Table 8	Onset (for PDs, RDA and SW). The suggestedTag Property-not-possible-to-determine may be used if it is not possible to determine.
HED_0042215	4	Sudden-RPP-onset	RPP-onset	annotation=dc:source Beniczky ea 2017 Table 8	Sudden (progressing from absent to well developed within 3 s.
HED_0042216	4	Gradual-RPP-onset	RPP-onset	annotation=dc:source Beniczky ea 2017 Table 8	Gradual onset.
HED_0042217	3	RPP-dynamics	RPP-time-related-feature	annotation=dc:source Beniczky ea 2017 Table 8	Dynamics (for PDs, RDA and SW). The suggestedTag Property-not-possible-to-determine may be used if it is not possible to determine.
HED_0042218	4	Evolving-RPP-dynamics	RPP-dynamics	annotation=dc:source Beniczky ea 2017 Table 8	
HED_0042219	5	Evolving-RPP-dynamics-#	Evolving-RPP-dynamics	takesValue, valueClass=textClass	Free text.
HED_0042220	4	Fluctuating-RPP-dynamics	RPP-dynamics	annotation=dc:source Beniczky ea 2017 Table 8	
HED_0042221	5	Fluctuating-RPP-dynamics-#	Fluctuating-RPP-dynamics	takesValue, valueClass=textClass	Free text.
HED_0042222	4	Static-RPP-dynamics	RPP-dynamics	annotation=dc:source Beniczky ea 2017 Table 8	
HED_0042223	5	Static-RPP-dynamics-#	Static-RPP-dynamics	takesValue, valueClass=textClass, annotation=dc:source Beniczky ea 2017 Section 8 and Table 6	Free text.
HED_0042224	2	Feature-incidence	Time-related-property		For single discharges, estimates of how often features are seen in the recording are scored as incidence (how often it occurs/time-epoch).
HED_0042225	3	One-time-incidence	Feature-incidence	annotation=dc:source Beniczky ea 2017 Table 6	
HED_0042226	3	Rare-feature-incidence	Feature-incidence	annotation=dc:source Beniczky ea 2017 Table 6	Less than 1/h.
HED_0042227	3	Uncommon-feature-incidence	Feature-incidence	annotation=dc:source Beniczky ea 2017 Table 6	1/5 min to 1/h.
HED_0042228	3	Occasional-feature-incidence	Feature-incidence	annotation=dc:source Beniczky ea 2017 Table 6	1/min to 1/5min.
HED_0042229	3	Frequent-feature-incidence	Feature-incidence	annotation=dc:source Beniczky ea 2017 Table 6	1/10 s to 1/min.
HED_0042230	3	Abundant-feature-incidence	Feature-incidence	annotation=dc:source Beniczky ea 2017 Table 6	Greater than 1/10 s. (Source: Beniczky ea 2017, Table 6.)
HED_0042231	2	Feature-prevalence	Time-related-property	annotation=dc:source Beniczky ea 2017 Section 8 Table 6 Table 8	For trains or bursts, estimates of how often features are seen in the recording are scored as prevalence (the percentage of the recording covered by the train/burst).
HED_0042232	3	Rare-prevalence	Feature-prevalence	annotation=dc:source Beniczky ea 2017 Table 6 and Table 8	Less than 1 percent.
HED_0042233	3	Occasional-prevalence	Feature-prevalence	annotation=dc:source Beniczky ea 2017 Table 6 and Table 8	1 to 9 percent.
HED_0042234	3	Frequent-prevalence	Feature-prevalence	annotation=dc:source Beniczky ea 2017 Table 6 and Table	10 to 49 percent.
HED_0042235	3	Abundant-prevalence	Feature-prevalence	annotation=dc:source Beniczky ea 2017 Table 6 and Table 8	50 to 89 percent.
HED_0042236	3	Continuous-prevalence	Feature-prevalence	annotation=dc:source Beniczky ea 2017 Table 6 and Table 8	Greater than 90 percent.
HED_0042237	1	Posterior-dominant-rhythm-property	Feature-property	suggestedTag=Feature-frequency, suggestedTag=Feature-amplitude, annotation=dc:source Beniczky ea 2017 Section 6 and Table 4	Posterior dominant rhythm is the most often scored EEG feature in clinical practice. Therefore, there are specific terms that can be chosen for characterizing the PDR. Note that frequency and amplitude can be further described to be symmetrical or asymmetrical.
HED_0042238	2	Posterior-dominant-rhythm-amplitude-range	Posterior-dominant-rhythm-property	suggestedTag=Low, suggestedTag=Medium, suggestedTag=High, annotation=dc:source Beniczky ea 2017 Table 4	Low: less than 20 microV, Medium: 20 to 70 microVSource, High: more than 70 microV.
HED_0042239	2	Posterior-dominant-rhythm-eye-opening-reactivity	Posterior-dominant-rhythm-property	suggestedTag=Property-not-possible-to-determine, suggestedTag=Left, suggestedTag=Right, annotation=dc:source Beniczky ea 2013 Appendix S2, annotation=dc:source Beniczky ea 2017 Table 4	Change (disappearance or measurable decrease in amplitude) of a posterior dominant rhythm following eye-opening. Eye closure has the opposite effect.
HED_0042240	2	Posterior-dominant-rhythm-organization	Posterior-dominant-rhythm-property	suggestedTag=Normal, annotation=dc:source Beniczky ea 2017 Table 4	Posterior dominant rhythm organization. When normal could be labeled with suggested tag.
HED_0042241	3	Posterior-dominant-rhythm-organization-poorly-organized	Posterior-dominant-rhythm-organization	annotation=dc:source Beniczky ea 2017 Table 4	Poorly organized.
HED_0042242	3	Posterior-dominant-rhythm-organization-disorganized	Posterior-dominant-rhythm-organization	annotation=dc:source Beniczky ea 2017 Table 4	Disorganized.
HED_0042243	3	Posterior-dominant-rhythm-organization-markedly-disorganized	Posterior-dominant-rhythm-organization	annotation=dc:source Beniczky ea 2017 Table 4	Markedly disorganized.
HED_0042244	2	Posterior-dominant-rhythm-caveat	Posterior-dominant-rhythm-property	suggestedTag=None, suggestedTag=Eyes-open, suggestedTag=Sleep-deprivation, suggestedTag=Drowsy, suggestedTag=Hyperventilation, annotation=dc:source Beniczky ea 2017 Table 4	Caveats for PDR annotation, use suggestedTags to indicate whether there were: no caveats, only open eyes during the recording, sleep-deprived, drowsy or only following hyperventilation.
HED_0042245	2	Absence-of-posterior-dominant-rhythm	Posterior-dominant-rhythm-property	suggestedTag=Data-artifact, suggestedTag=Asleep, annotation=dc:source Beniczky ea 2017 Table 4	Reason for absence of PDR.
HED_0042246	3	Absence-of-posterior-dominant-rhythm-extreme-low-voltage	Absence-of-posterior-dominant-rhythm	annotation=dc:source Beniczky ea 2017 Table 4	
HED_0042247	3	Absence-of-posterior-dominant-rhythm-eye-closure-could-not-be-achieved	Absence-of-posterior-dominant-rhythm	annotation=dc:source Beniczky ea 2017 Table 4	
HED_0042248	3	Absence-of-posterior-dominant-rhythm-lack-of-compliance	Absence-of-posterior-dominant-rhythm	annotation=dc:source Beniczky ea 2017 Table 4	
HED_0042249	3	Absence-of-posterior-dominant-rhythm-other-causes	Absence-of-posterior-dominant-rhythm	requireChild	annotation=dc:source Beniczky ea 2017 Table 4.
HED_0042250	4	Absence-of-posterior-dominant-rhythm-other-causes-#	Absence-of-posterior-dominant-rhythm-other-causes	takesValue, valueClass=textClass	Free text.
HED_0042251	1	Episode-property	Feature-property		Episode property pertains to the set of characteristics that collectively depict different aspects of an episode, encompassing its manifestations and phases.
HED_0042252	2	Seizure-classification	Episode-property	annotation=dc:source Fisher ea 2017, annotation=dc:source Beniczky ea 2017	Seizure classification refers to the grouping of seizures based on their clinical features, EEG patterns, and other characteristics. Epileptic seizures are named using the current ILAE seizure classification.
HED_0042253	3	Myoclonic-seizure	Seizure-classification	suggestedTag=Duration, annotation=dc:source Fisher ea 2017 Table 2, annotation=dc:source Duration tag from Beniczky ea Table 13	Sudden, brief (lower than 100 msec) involuntary single or multiple contraction(s) of muscles(s) or muscle groups of variable topography (axial, proximal limb, distal). Myoclonus is less regularly repetitive and less sustained than is clonus. Definition from ILAE 2017 Classification of Seizure Types Expanded Version.
HED_0042254	3	Negative-myoclonic-seizure	Seizure-classification	suggestedTag=Duration	annotation=dc:source Beniczky ea 2017 Supplement 1, annotation=dc:source Duration tag from Beniczky ea Table 13
HED_0042255	3	Motor-seizure	Seizure-classification	suggestedTag=Duration, annotation=dc:source Fisher ea 2017 Table 2, annotation=dc:source Duration tag from Beniczky ea Table 13	Involves musculature in any form. The motor event could consist of an increase (positive) or decrease (negative) in muscle contraction to produce a movement. Definition from ILAE 2017 Classification of Seizure Types Expanded Version.
HED_0042256	4	Clonic-seizure	Motor-seizure	annotation=dc:source Fisher ea 2017 Table 2	Jerking, either symmetric or asymmetric, that is regularly repetitive and involves the same muscle groups. Definition from ILAE 2017 Classification of Seizure Types Expanded Version.
